Name,Type,Owner,Region,Location,Supply,Fuel,Port,Port_SPS,P Exp,Airbase,Airbase_SPS,A Exp,Forts,F Exp,Eng,Nav,Air S (P),AV,Garrison,Troop Cap,HQ,Japan VP,Allied VP,ID,Troop Cap Max
Sampit,Base,1,Dutch East Indies,"58,97",0,0,2,2,,1,5,,,,,,,,0,,,8 (2),8 (2),1169,unlim
Ketapang,Base,1,Dutch East Indies,"55,93",0,0,1,0,,0,3,,,,,,,,0,,,2 (2),2 (2),1170,unlim
Sambas,Base,1,Dutch East Indies,"57,88",0,0,1,0,,0,3,,,,,,,,0,,,2 (2),2 (2),1171,unlim
Singkawang,Base,1,Dutch East Indies,"56,88",0,0,1,1,,3,6,,,,,,,,0,,,14 (2),14 (2),1172,unlim
Sintang,Beach,1,Dutch East Indies,"59,92",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1173,unlim
Tandjoengselor,Base,1,Dutch East Indies,"68,92",0,0,1,0,,0,2,,,,,,,,0,,,2 (2),2 (2),1174,unlim
Tarakan,Base,1,Dutch East Indies,"67,91",0,0,3,1,,3,2,,,,,,,,0,,,18 (2),18 (2),1175,unlim
Donggala,Base,1,Dutch East Indies,"68,99",0,0,1,0,,0,4,,,,,,,,0,,,2 (2),2 (2),1178,unlim
Gorontalo,Base,1,Dutch East Indies,"72,99",0,0,1,1,,0,3,,,,,,,,0,,,2 (2),2 (2),1179,unlim
Kendari,Base,1,Dutch East Indies,"70,106",0,0,3,2,,4,5,,,,,,,,0,,,22 (2),22 (2),1180,unlim
Kolaka,Base,1,Dutch East Indies,"68,105",0,0,2,1,,0,4,,,,,,,,0,,,4 (2),4 (2),1181,unlim
Madjene,Base,1,Dutch East Indies,"65,103",0,0,1,0,,0,6,,,,,,,,0,,,2 (2),2 (2),1182,unlim
Makassar,Base,1,Dutch East Indies,"65,106",0,0,4,2,,3,6,,,,,,,,0,,,20 (2),20 (2),1183,unlim
Menado,Base,1,Dutch East Indies,"75,99",0,0,2,2,,3,7,,,,,,,,0,,,16 (2),16 (2),1184,unlim
Palopo,Base,1,Dutch East Indies,"67,103",0,0,1,1,,0,6,,,,,,,,0,,,2 (2),2 (2),1185,unlim
Pare Pare,Base,1,Dutch East Indies,"66,104",0,0,1,1,,0,5,,,,,,,,0,,,2 (2),2 (2),1186,unlim
Watampone,Base,1,Dutch East Indies,"66,105",0,0,1,0,,0,7,,,,,,,,0,,,2 (2),2 (2),1187,unlim
Babo,Base,1,Dutch East Indies,"83,111",0,0,1,1,,0,2,,,,,,,,0,,,2 (2),2 (2),1190,unlim
Biak,Base,1,Dutch East Indies,"87,110",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),1191,unlim
Hollandia,Base,1,Dutch East Indies,"93,116",0,0,1,3,,1,5,,,,,,,,0,,,6 (2),6 (2),1192,unlim
Kaimana,Base,1,Dutch East Indies,"83,113",0,0,0,2,,0,5,,,,,,,,0,,,0 (2),0 (2),1193,unlim
Manokwari,Base,1,Dutch East Indies,"85,109",0,0,1,1,,0,3,,,,,,,,0,,,2 (2),2 (2),1194,unlim
Merauke,Base,1,Dutch East Indies,"89,124",0,0,1,1,,1,5,,,,,,,,0,,,6 (2),6 (2),1195,unlim
Nabire,Base,1,Dutch East Indies,"86,114",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1196,unlim
Noemfoor,Base,1,Dutch East Indies,"86,110",0,0,0,1,,0,4,,,,,,,,0,,,0 (2),0 (2),1197,unlim
Sansapor,Base,1,Dutch East Indies,"83,107",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),1198,unlim
Sarmi,Base,1,Dutch East Indies,"91,114",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),1199,unlim
Sorong,Base,1,Dutch East Indies,"82,107",0,0,1,2,,0,5,,,,,,,,0,,,2 (2),2 (2),1200,unlim
Timoeka,Base,1,Dutch East Indies,"86,116",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1201,unlim
Dili,Base,1,Dutch East Indies,"71,115",0,0,1,1,,1,6,,,,,,,,20,,,6 (2),6 (2),1204,unlim
Koepang,Base,1,Dutch East Indies,"68,116",0,0,3,1,,4,6,,,,,,,,0,,,22 (2),22 (2),1205,unlim
Lautem,Base,1,Dutch East Indies,"72,115",0,0,1,1,,1,6,,,,,,,,0,,,6 (2),6 (2),1206,unlim
Alor,Base,1,Dutch East Indies,"70,114",0,0,1,0,,0,3,,,,,,,,0,,,2 (2),2 (2),1209,unlim
Ambon,Base,1,Dutch East Indies,"76,109",0,0,2,1,,4,3,,,,,,,,0,,,20 (2),20 (2),1210,unlim
Terempa,Base,1,Dutch East Indies,"54,83",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1211,60K
Dobo,Base,1,Dutch East Indies,"83,116",0,0,1,1,,0,5,,,,,,,,0,,,2 (2),2 (2),1212,unlim
Babar,Base,1,Dutch East Indies,"76,117",0,0,1,0,,0,4,,,,,,,,0,,,2 (2),2 (2),1213,unlim
Bara,Base,1,Dutch East Indies,"74,107",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1214,unlim
Batjan,Base,1,Dutch East Indies,"78,104",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1215,unlim
Tandjoengpinang,Base,1,Dutch East Indies,"50,85",0,0,3,2,,0,5,,,,,,,,0,,,6 (2),6 (2),1216,unlim
Boela,Base,1,Dutch East Indies,"80,110",0,0,2,1,,0,5,,,,,,,,0,,,4 (2),4 (2),1217,unlim
Boeton,Base,1,Dutch East Indies,"69,108",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1218,unlim
Damar,Base,1,Dutch East Indies,"75,115",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1219,60K
Denpasar,Base,1,Dutch East Indies,"58,108",0,0,2,1,,3,4,,,,,,,,0,,,16 (2),16 (2),1220,unlim
Djailolo,Base,1,Dutch East Indies,"78,101",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1221,unlim
Djemadja,Base,1,Dutch East Indies,"53,83",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1222,60K
Endeh,Base,1,Dutch East Indies,"65,113",0,0,1,0,,0,4,,,,,,,,0,,,2 (2),2 (2),1223,unlim
Enggano,Base,1,Dutch East Indies,"44,94",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1224,unlim
Galeia,Base,1,Dutch East Indies,"79,101",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),1225,unlim
Gebe,Base,1,Dutch East Indies,"80,105",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1226,30K
Gorong,Base,1,Dutch East Indies,"81,112",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1227,30K
Kai-eilanden,Base,1,Dutch East Indies,"81,115",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),1228,unlim
Kalao,Base,1,Dutch East Indies,"66,110",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1229,unlim
Kangean,Base,1,Dutch East Indies,"59,105",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1230,unlim
Kofiau,Base,1,Dutch East Indies,"80,106",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1231,60K
Komodo,Base,1,Dutch East Indies,"63,111",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1232,unlim
Larantoeka,Base,1,Dutch East Indies,"67,113",0,0,1,0,,0,3,,,,,,,,0,,,2 (2),2 (2),1233,unlim
Lingga,Base,1,Dutch East Indies,"50,87",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1234,unlim
Lolobato,Base,1,Dutch East Indies,"79,102",0,0,1,1,,0,3,,,,,,,,0,,,2 (2),2 (2),1235,unlim
Lomblen,Base,1,Dutch East Indies,"68,113",0,0,1,1,,0,3,,,,,,,,0,,,2 (2),2 (2),1236,unlim
Mataram,Base,1,Dutch East Indies,"59,109",0,0,1,1,,0,5,,,,,,,,0,,,2 (2),2 (2),1237,unlim
Maumere,Base,1,Dutch East Indies,"66,113",0,0,1,1,,0,3,,,,,,,,0,,,2 (2),2 (2),1238,unlim
Memboro,Base,1,Dutch East Indies,"63,112",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1239,unlim
Misool,Base,1,Dutch East Indies,"80,108",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1240,unlim
Moa,Base,1,Dutch East Indies,"74,116",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1241,60K
Molu,Base,1,Dutch East Indies,"79,116",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1242,60K
Morotai,Base,1,Dutch East Indies,"80,101",0,0,1,2,,0,3,,,,,,,,0,,,2 (2),2 (2),1243,unlim
Namlea,Base,1,Dutch East Indies,"76,108",0,0,1,1,,2,3,,,,,,,,0,,,10 (2),10 (2),1244,unlim
Groot Natoena,Base,1,Dutch East Indies,"57,83",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1245,unlim
Nias,Base,1,Dutch East Indies,"42,79",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1246,unlim
Obi,Base,1,Dutch East Indies,"77,106",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1247,unlim
Pagai-eilanden,Base,1,Dutch East Indies,"43,88",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1248,unlim
Pantar,Base,1,Dutch East Indies,"69,114",0,0,1,0,,0,3,,,,,,,,0,,,2 (2),2 (2),1249,unlim
Bima,Base,1,Dutch East Indies,"63,110",0,0,1,1,,0,4,,,,,,,,0,,,2 (2),2 (2),1250,unlim
Roti,Base,1,Dutch East Indies,"67,116",0,0,1,0,,0,5,,,,,,,,0,,,2 (2),2 (2),1251,unlim
Ruteng,Base,1,Dutch East Indies,"64,111",0,0,1,0,,0,4,,,,,,,,0,,,2 (2),2 (2),1252,unlim
Sangi,Base,1,Dutch East Indies,"77,97",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1253,unlim
Saumlaki,Base,1,Dutch East Indies,"78,117",0,0,1,1,,0,5,,,,,,,,0,,,2 (2),2 (2),1254,unlim
Sawoe-eilanden,Base,1,Dutch East Indies,"65,115",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1255,unlim
Selaroe,Base,1,Japan,"78,118",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1256,60K
Sepandjang,Base,1,Japan,"60,106",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1257,60K
Serasan,Base,1,Japan,"57,86",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (2),1258,30K
Siaoe,Base,1,Japan,"77,98",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1259,60K
Siberoet,Base,1,Japan,"42,85",0,0,1,0,,0,6,,,,,,,,0,,,2 (2),2 (2),1260,unlim
Singkep,Base,1,Japan,"49,87",0,0,2,1,,1,5,,,,,,,,0,,,8 (2),8 (2),1261,unlim
Soebi-besar,Base,1,Japan,"57,85",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1262,unlim
Talaud-eilanden,Base,1,Japan,"79,97",0,0,1,1,,0,5,,,,,,,,0,,,2 (2),2 (2),1263,unlim
Taliaboe,Base,1,Japan,"73,104",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1264,unlim
Tambelan-eilanden,Base,1,Japan,"54,92",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1265,60K
Tanahdjampea,Base,1,Japan,"65,109",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1266,60K
Billiton,Base,1,Japan,"52,93",0,0,2,0,,0,5,,,,,,,,0,,,4 (2),4 (2),1267,unlim
Ternate,Base,1,Japan,"78,102",0,0,3,2,,1,3,,,,,,,,0,,,10 (2),10 (2),1268,unlim
Tockangbesi-eilanden,Base,1,Japan,"70,109",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1269,60K
Waigeo,Base,1,Japan,"82,106",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1270,unlim
Waingapoe,Base,1,Japan,"63,113",0,0,1,1,,0,4,,,,,,,,0,,,2 (2),2 (2),1271,unlim
Wetar,Base,1,Japan,"72,114",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1272,unlim
Belep Islands,Base,1,Japan,"112,155",0,0,1,0,,0,3,,,,,,,,0,,,2 (2),1 (1),1276,60K
Isle of Pines,Base,1,Japan,"115,161",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (1),1277,60K
Koumac,Base,1,Japan,"113,156",0,0,1,1,,0,7,,,,,,,,0,,,2 (2),1 (1),1278,unlim
La Foa,Base,1,Japan,"114,159",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (1),1279,unlim
Lifou,Base,1,Japan,"116,159",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (1),1280,unlim
Mare',Base,1,Japan,"117,160",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (1),1281,unlim
Noumea,Base,1,Japan,"115,160",0,0,2,4,,2,5,,,,,,,,0,,,30 (5),300 (50),1282,unlim
Ouv'ea,Base,1,Japan,"116,158",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (1),1283,unlim
Ambrym,Base,1,Japan,"121,152",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (1),1286,unlim
Anatom,Base,1,Japan,"120,159",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (1),1287,unlim
Aoba Island,Base,1,Japan,"121,150",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (1),1288,unlim
Efate,Base,1,Japan,"120,154",0,0,1,2,,0,5,,,,,,,,0,,,50 (50),1 (1),1289,unlim
Epi,Base,1,Japan,"120,153",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (1),1290,unlim
Erromango,Base,1,Japan,"120,156",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (1),1291,unlim
Lakatoro,Base,1,Japan,"119,151",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (1),1292,unlim
Luganville,Base,1,Japan,"120,150",0,0,1,3,,0,5,,,,,,,,0,,,50 (50),1 (1),1293,unlim
Pentecost Island,Base,1,Japan,"120,151",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (1),1294,unlim
Santa Maria,Base,1,Japan,"120,149",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (1),1295,unlim
Tanna,Base,1,Japan,"120,157",0,0,1,1,,0,5,,,,,,,,0,,,2 (2),1 (1),1296,unlim
Torres Islands,Base,1,Japan,"120,147",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (1),1297,unlim
Vanua Lava,Base,1,Japan,"121,148",0,0,0,1,,0,4,,,,,,,,0,,,0 (2),0 (1),1298,unlim
Bora Bora,Base,1,Japan,"171,174",0,0,0,2,,0,2,,,,,,,,0,,,0 (1),0 (1),1301,30K
Maiao,Beach,1,Japan,"171,177",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1302,6K
Maupiti,Beach,1,Japan,"170,174",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1303,6K
Moorea,Base,1,Japan,"172,177",0,0,1,1,,0,2,,,,,,,,0,,,1 (1),1 (1),1304,unlim
Raiatea,Base,1,Japan,"171,175",0,0,1,0,,0,2,,,,,,,,0,,,1 (1),1 (1),1305,unlim
Tahiti,Base,1,Japan,"173,178",0,0,1,2,,1,3,,,,,,,,0,,,15 (5),60 (20),1306,unlim
Tetiaroa,Base,1,Japan,"173,176",0,0,0,0,,0,2,,,,,,,,0,,,0 (1),0 (1),1307,30K
Amanu,Beach,1,Japan,"184,182",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1310,6K
Anaa,Base,1,Japan,"178,179",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1311,60K
Apataki,Base,1,Japan,"178,175",0,0,0,1,,0,2,,,,,,,,0,,,0 (1),0 (1),1312,30K
Aratika,Base,1,Japan,"180,176",0,0,0,1,,0,0,,,,,,,,0,,,0 (1),0 (1),1313,6K
Fakarava,Base,1,Japan,"179,177",0,0,0,1,,0,2,,,,,,,,0,,,0 (1),0 (1),1314,30K
Hao,Base,1,Japan,"183,183",0,0,0,1,,0,2,,,,,,,,0,,,0 (1),0 (1),1315,30K
Hereheretue,Beach,1,Japan,"177,184",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1316,6K
Hikueru,Base,1,Japan,"181,181",0,0,0,0,,0,2,,,,,,,,0,,,0 (1),0 (1),1317,30K
Katiu,Beach,1,Japan,"180,178",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1318,6K
Kauehi,Base,1,Japan,"180,177",0,0,0,1,,0,2,,,,,,,,0,,,0 (1),0 (1),1319,30K
Makatea,Base,1,Japan,"175,175",0,0,0,0,,0,2,,,,,,,,0,,,0 (1),0 (1),1320,30K
Makemo,Base,1,Japan,"181,179",0,0,0,1,,0,2,,,,,,,,0,,,0 (1),0 (1),1321,30K
Mangareva,Base,1,Japan,"185,195",0,0,0,1,,0,2,,,,,,,,0,,,0 (1),0 (1),1322,30K
Manihi,Base,1,Japan,"180,174",0,0,0,2,,0,2,,,,,,,,0,,,0 (1),0 (1),1323,30K
Marokau,Base,1,Japan,"182,182",0,0,0,0,,0,2,,,,,,,,0,,,0 (1),0 (1),1324,30K
Mataiva,Base,1,Japan,"176,173",0,0,0,0,,0,2,,,,,,,,0,,,0 (1),0 (1),1325,30K
Mururoa,Beach,1,Japan,"182,191",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1326,6K
Napuka,Beach,1,Japan,"186,176",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1327,6K
Niau,Beach,1,Japan,"178,177",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1328,6K
Pukarua,Base,1,Japan,"188,186",0,0,0,1,,0,0,,,,,,,,0,,,0 (1),0 (1),1329,6K
Rangiroa,Base,1,Japan,"177,174",0,0,1,2,,0,3,,,,,,,,0,,,1 (1),1 (1),1330,60K
Raroia,Base,1,Japan,"183,178",0,0,0,1,,0,0,,,,,,,,0,,,0 (1),0 (1),1331,6K
Reao,Beach,1,Japan,"189,186",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1332,6K
Tahanea,Base,1,Japan,"179,179",0,0,0,1,,0,0,,,,,,,,0,,,0 (1),0 (1),1333,6K
Takapoto,Base,1,Japan,"180,175",0,0,0,0,,0,2,,,,,,,,0,,,0 (1),0 (1),1334,30K
Takaroa,Beach,1,Japan,"181,174",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1335,6K
Tatakoto,Beach,1,Japan,"187,183",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1336,6K
Temoe,Beach,1,Japan,"187,195",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1337,6K
Tureia,Beach,1,Japan,"183,189",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1338,6K
Raevavae,Base,1,Japan,"169,189",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1341,60K
Rimatara,Beach,1,Japan,"164,183",0,0,0,0,,0,0,,,,,,,,0,,,0 (1),0 (1),1342,6K
Rurutu,Base,1,Japan,"167,184",0,0,0,0,,0,3,,,,,,,,0,,,0 (1),0 (1),1343,60K
Tubuai,Base,1,Japan,"168,187",0,0,1,0,,0,3,,,,,,,,0,,,1 (1),1 (1),1344,60K
Eiao,Base,1,Japan,"191,165",0,0,0,1,,0,3,,,,,,,,0,,,0 (1),0 (1),1347,60K
Fatu Hiva,Base,1,Japan,"192,170",0,0,1,2,,0,1,,,,,,,,0,,,1 (1),1 (1),1348,60K
Hiva Oa,Base,1,Japan,"192,169",0,0,1,2,,0,2,,,,,,,,0,,,1 (1),1 (1),1349,unlim
Nuku Hiva,Base,1,Japan,"191,167",0,0,1,2,,0,2,,,,,,,,0,,,1 (1),1 (1),1350,unlim
Ua Huka,Base,1,Japan,"192,167",0,0,1,0,,0,3,,,,,,,,0,,,1 (1),1 (1),1351,60K
Ua Pou,Base,1,Japan,"191,168",0,0,1,1,,0,2,,,,,,,,0,,,1 (1),1 (1),1352,unlim
Hoorn Islands,Base,1,Japan,"138,157",0,0,1,0,,0,4,,,,,,,,0,,,1 (1),1 (1),1355,unlim
Kwangchowan,Base,1,Japan,"73,60",0,0,3,3,,2,6,,,,,,,,0,,,7 (1),7 (1),1356,unlim
Rapa,Base,1,Japan,"170,196",0,0,0,2,,0,2,,,,,,,,0,,,0 (1),0 (1),1357,60K
Wallis Island,Base,1,Japan,"142,156",0,0,1,1,,0,3,,,,,,,,0,,,5 (5),1 (1),1358,60K
Abakan,Airfield,1,Japan,"95,5",0,0,0,0,,1,7,,,,,,,,20,,,6 (3),2 (1),1361,unlim
Aldan,Airfield,1,Japan,"121,22",0,0,0,0,,1,5,,,,,,,,0,,,6 (3),2 (1),1362,unlim
Anadyr,Base,1,Japan,"158,30",0,0,1,1,,1,5,,,,,,,,0,,,9 (3),3 (1),1363,unlim
Dalan Dzadagad,Airfield,1,Japan,"90,26",0,0,0,0,,1,4,,,,,,,,0,,,6 (3),2 (1),1364,unlim
Bering Island,Base,1,Japan,"148,44",0,0,0,0,,0,5,,,,,,,,0,,,0 (3),0 (1),1365,unlim
Birobidzhan,Airfield,1,Japan,"117,39",0,0,0,0,,4,4,,,,,,,,20,,,24 (3),8 (1),1366,unlim
Blagoveshchensk,Airfield,1,Japan,"114,33",0,0,0,0,,4,7,,,,,,,,20,,,24 (3),8 (1),1367,unlim
Borzya,Airfield,1,Japan,"106,26",0,0,0,0,,4,7,,,,,,,,0,,,24 (3),8 (1),1368,unlim
Chita,Airfield,1,Japan,"106,22",0,0,0,0,,3,5,,,,,,,,40,,,18 (3),6 (1),1369,unlim
Choybalsan,Airfield,1,Japan,"103,28",0,0,0,0,,4,6,,,,,,,,0,,,24 (3),8 (1),1370,unlim
Iman,Beach,1,Japan,"116,43",0,0,0,0,,0,6,,,,,,,,0,,,0 (3),0 (1),1371,unlim
Irkutsk,Airfield,1,Japan,"100,16",0,0,0,0,,4,7,,,,,,,,80,,,80 (10),80 (10),1372,unlim
Khabarovsk,Airfield,1,Japan,"118,41",0,0,0,0,,5,7,,,,,,,,80,,,30 (3),10 (1),1373,unlim
Komsomolsk,Base,1,Japan,"121,39",0,0,3,1,,5,6,,,,,,,,20,,,39 (3),13 (1),1374,unlim
Krasnoyarsk,Airfield,1,Japan,"101,6",0,0,0,0,,3,6,,,,,,,,80,,,180 (30),120 (20),1375,unlim
Kysyl,Airfield,1,Japan,"94,10",0,0,0,0,,1,6,,,,,,,,20,,,6 (3),2 (1),1376,unlim
Magadan,Base,1,Japan,"138,32",0,0,2,1,,3,7,,,,,,,,0,,,24 (3),8 (1),1377,unlim
Markovo,Airfield,1,Japan,"153,29",0,0,0,0,,1,5,,,,,,,,0,,,6 (3),2 (1),1378,unlim
Medny Island,Base,1,Japan,"149,45",0,0,0,0,,0,3,,,,,,,,0,,,0 (3),0 (1),1379,60K
Mogocha,Airfield,1,Japan,"112,25",0,0,0,0,,2,7,,,,,,,,0,,,12 (3),4 (1),1380,unlim
Nikolaevsk,Base,1,Japan,"126,37",0,0,3,1,,4,6,,,,,,,,0,,,33 (3),11 (1),1381,unlim
Okha,Base,1,Japan,"128,37",0,0,2,1,,4,5,,,,,,,,0,,,30 (3),10 (1),1382,unlim
Ondorhaan,Airfield,1,Japan,"100,27",0,0,0,0,,4,6,,,,,,,,0,,,24 (3),8 (1),1383,unlim
Petropavlovsk,Base,1,Japan,"141,44",0,0,3,1,,4,3,,,,,,,,20,,,33 (3),11 (1),1384,unlim
Seymchan,Airfield,1,Japan,"141,28",0,0,0,0,,1,6,,,,,,,,0,,,6 (3),2 (1),1385,unlim
Skovorodino,Airfield,1,Japan,"114,27",0,0,0,0,,2,7,,,,,,,,0,,,12 (3),4 (1),1386,unlim
Sovetskaya Gavan,Base,1,Japan,"124,42",0,0,3,4,,4,4,,,,,,,,0,,,33 (3),11 (1),1387,unlim
Suchan,Airfield,1,Japan,"113,46",0,0,0,0,,2,5,,,,,,,,0,,,12 (3),4 (1),1388,unlim
Svobodny,Airfield,1,Japan,"116,32",0,0,0,0,,4,7,,,,,,,,20,,,24 (3),8 (1),1389,unlim
Tamsag,Airfield,1,Japan,"104,32",0,0,0,0,,4,7,,,,,,,,0,,,24 (3),8 (1),1390,unlim
Uel Kal,Base,1,Japan,"160,30",0,0,0,0,,0,3,,,,,,,,0,,,0 (3),0 (1),1391,unlim
Ulan Bator,Airfield,1,Japan,"96,23",0,0,0,0,,4,6,,,,,,,,0,,,24 (3),8 (1),1392,unlim
Ulan-Ude,Airfield,1,Japan,"102,19",0,0,0,0,,4,7,,,,,,,,40,,,24 (3),8 (1),1393,unlim
Vladivostok,Base,1,Japan,"112,46",0,0,5,6,,8,7,,,,,,,,80,,,630 (30),21 (1),1394,unlim
Voroshilov,Airfield,1,Japan,"112,45",0,0,0,0,,4,7,,,,,,,,40,,,24 (3),8 (1),1395,unlim
Yakutsk,Airfield,1,Japan,"126,20",0,0,0,0,,2,7,,,,,,,,20,,,12 (3),4 (1),1396,unlim
Alma-Ata,Airfield,1,Japan,"80,3",0,0,0,0,,10,7,,,,,,,,0,,,20 (1),20 (1),1399,unlim
Soviet Union,Airfield,1,Japan,"101,3",0,0,0,0,,10,7,,,,,,,,0,,,20 (1),20 (1),1400,unlim
Kagi,Base,0,Japan,"85,64",6555,0,1,1,,4,7,0,0,9,20,112 (112),39 (31),55,0,3645,General Defence Army,9 (1),135 (15),1403,unlim
Utsonomiya,Base,0,Japan,"115,60",13155,0,2,2,,3,7,0,0,9,12,28 (28),86 (0),233,0,8971,General Defence Army,8 (1),400 (50),1404,unlim
Haha-jima,Base,0,Japan,"110,75",4200,0,1,0,,1,0,,1,,0,0 (0),0 (0),0,0,0,General Defence Army,3 (1),60 (20),1405,30K
Hachinohe,Base,0,Japan,"118,55",13155,0,2,1,,3,7,0,0,9,0,112 (112),0 (0),0,0,136,General Defence Army,8 (1),400 (50),1406,unlim
Tungho,Airfield,0,Japan,"112,40",2100,0,0,0,,2,7,0,1,,0,0 (0),0 (0),0,0,0,Kwantung Army,4 (1),20 (5),1407,unlim
Paotow,Beach,0,Japan,"92,34",500,0,0,0,,0,2,,1,,0,0 (0),0 (0),74,0,3132,General Defence Army,0 (1),0 (3),1408,unlim
Alameda,Base,1,Japan,"219,70",0,0,5,4,,2,7,,,,,,,,0,,,180 (20),9 (1),1409,unlim
Socotra,Base,1,Japan,"14,8",0,0,2,0,,2,5,,,,,,,,0,,,6 (1),60 (10),1410,unlim
Abadan,Base,1,Japan,"39,3",0,0,4,4,,5,6,,,,,,,,0,,,14 (1),14 (1),1411,unlim
Temuloh,Airfield,1,Japan,"50,78",0,0,0,0,,1,4,,,,,,,,0,,,4 (2),4 (2),1412,unlim
Kalemyo,Beach,1,Japan,"59,42",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1413,unlim
Ramree Island,Base,1,Japan,"54,48",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1414,unlim
Mergui,Base,1,Japan,"53,62",0,0,2,0,,1,7,,,,,,,,0,,,8 (2),8 (2),1415,unlim
